Date,Price
2020-03-21 12-AM,130.79
2020-03-20 11-PM,133.48
2020-03-20 10-PM,131.23
2020-03-20 09-PM,131.75
2020-03-20 08-PM,125.35
2020-03-20 07-PM,131.17
2020-03-20 06-PM,130.68
2020-03-20 05-PM,138.88
2020-03-20 04-PM,139.08
2020-03-20 03-PM,142.8
2020-03-20 02-PM,143.69
2020-03-20 01-PM,140.02
2020-03-20 12-PM,143.66
2020-03-20 11-AM,145.67
2020-03-20 10-AM,150.28
2020-03-20 09-AM,149.69
2020-03-20 08-AM,146.47
2020-03-20 07-AM,139.67
2020-03-20 06-AM,137.59
2020-03-20 05-AM,136.94
2020-03-20 04-AM,136.81
2020-03-20 03-AM,134.79
2020-03-20 02-AM,135.72
2020-03-20 01-AM,135.8
2020-03-20 12-AM,137.95
2020-03-19 11-PM,136.3
2020-03-19 10-PM,139.93
2020-03-19 09-PM,137.53
2020-03-19 08-PM,136.9
2020-03-19 07-PM,136.14
2020-03-19 06-PM,134.61
2020-03-19 05-PM,138.05
2020-03-19 04-PM,135.1
2020-03-19 03-PM,127.99
2020-03-19 02-PM,126.01
2020-03-19 01-PM,126.47
2020-03-19 12-PM,128.61
2020-03-19 11-AM,123.89
2020-03-19 10-AM,123
2020-03-19 09-AM,123.94
2020-03-19 08-AM,118.96
2020-03-19 07-AM,118.83
2020-03-19 06-AM,117.34
2020-03-19 05-AM,117.45
2020-03-19 04-AM,116.19
2020-03-19 03-AM,115.92
2020-03-19 02-AM,116.26
2020-03-19 01-AM,117.47
2020-03-19 12-AM,117.53
2020-03-18 11-PM,118.11
2020-03-18 10-PM,116.15
2020-03-18 09-PM,116.41
2020-03-18 08-PM,116.09
2020-03-18 07-PM,116.06
2020-03-18 06-PM,115.56
2020-03-18 05-PM,114.37
2020-03-18 04-PM,114
2020-03-18 03-PM,115.8
2020-03-18 02-PM,114.93
2020-03-18 01-PM,115.56
2020-03-18 12-PM,112.08
2020-03-18 11-AM,112.77
2020-03-18 10-AM,111.62
2020-03-18 09-AM,112.48
2020-03-18 08-AM,112.78
2020-03-18 07-AM,112.22
2020-03-18 06-AM,115.24
2020-03-18 05-AM,115.48
2020-03-18 04-AM,117.7
2020-03-18 03-AM,117.46
2020-03-18 02-AM,116.87
2020-03-18 01-AM,116.65
2020-03-18 12-AM,116.77
2020-03-17 11-PM,115.67
2020-03-17 10-PM,117.37
2020-03-17 09-PM,117.14
2020-03-17 08-PM,118.5
2020-03-17 07-PM,117.42
2020-03-17 06-PM,117.95
2020-03-17 05-PM,117.79
2020-03-17 04-PM,116.98
2020-03-17 03-PM,117.49
2020-03-17 02-PM,115.39
2020-03-17 01-PM,113.01
2020-03-17 12-PM,115.06
2020-03-17 11-AM,115.96
2020-03-17 10-AM,116.71
2020-03-17 09-AM,115.4
2020-03-17 08-AM,116.8
2020-03-17 07-AM,117.85
2020-03-17 06-AM,116.9
2020-03-17 05-AM,117.07
2020-03-17 04-AM,116.42
2020-03-17 03-AM,117.63
2020-03-17 02-AM,116.65
2020-03-17 01-AM,115.49
2020-03-17 12-AM,111.98
2020-03-16 11-PM,111.02
2020-03-16 10-PM,107.46
2020-03-16 09-PM,109.57
2020-03-16 08-PM,109.25
2020-03-16 07-PM,110.02
2020-03-16 06-PM,114.15
2020-03-16 05-PM,112.95
2020-03-16 04-PM,111.91
2020-03-16 03-PM,114.66
2020-03-16 02-PM,111.46
2020-03-16 01-PM,108.68
2020-03-16 12-PM,107.69
2020-03-16 11-AM,104.04
2020-03-16 10-AM,101.47
2020-03-16 09-AM,108.15
2020-03-16 08-AM,111.22
2020-03-16 07-AM,107.01
2020-03-16 06-AM,112.72
2020-03-16 05-AM,116.62
2020-03-16 04-AM,121.14
2020-03-16 03-AM,122.46
2020-03-16 02-AM,123.84
2020-03-16 01-AM,123
2020-03-16 12-AM,121.6
2020-03-15 11-PM,123.78
2020-03-15 10-PM,123.85
2020-03-15 09-PM,132.92
2020-03-15 08-PM,120.48
2020-03-15 07-PM,123.21
2020-03-15 06-PM,123.2
2020-03-15 05-PM,122.96
2020-03-15 04-PM,123.85
2020-03-15 03-PM,124
2020-03-15 02-PM,124
2020-03-15 01-PM,125.06
2020-03-15 12-PM,124.76
2020-03-15 11-AM,126.1
2020-03-15 10-AM,126.39
2020-03-15 09-AM,122.2
2020-03-15 08-AM,122.29
2020-03-15 07-AM,123.22
2020-03-15 06-AM,123.55
2020-03-15 05-AM,122.64
2020-03-15 04-AM,122.51
2020-03-15 03-AM,121.16
2020-03-15 02-AM,121.32
2020-03-15 01-AM,121.12
2020-03-15 12-AM,123.05
2020-03-14 11-PM,122.54
2020-03-14 10-PM,124.7
2020-03-14 09-PM,126.59
2020-03-14 08-PM,127.29
2020-03-14 07-PM,127.18
2020-03-14 06-PM,128.6
2020-03-14 05-PM,128.07
2020-03-14 04-PM,128.04
2020-03-14 03-PM,126.67
2020-03-14 02-PM,127.2
2020-03-14 01-PM,126
2020-03-14 12-PM,128.44
2020-03-14 11-AM,128.7
2020-03-14 10-AM,128.7
2020-03-14 09-AM,125.94
2020-03-14 08-AM,128.28
2020-03-14 07-AM,132.18
2020-03-14 06-AM,130.64
2020-03-14 05-AM,130.55
2020-03-14 04-AM,131.89
2020-03-14 03-AM,133.32
2020-03-14 02-AM,132.33
2020-03-14 01-AM,133.03
2020-03-14 12-AM,133.05
2020-03-13 11-PM,134.06
2020-03-13 10-PM,133.04
2020-03-13 09-PM,128.83
2020-03-13 08-PM,126.88
2020-03-13 07-PM,128.32
2020-03-13 06-PM,118.88
2020-03-13 05-PM,123.56
2020-03-13 04-PM,123.46
2020-03-13 03-PM,123.7
2020-03-13 02-PM,126.89
2020-03-13 01-PM,131.93
2020-03-13 12-PM,129.26
2020-03-13 11-AM,127.6
2020-03-13 10-AM,131.13
2020-03-13 09-AM,129.46
2020-03-13 08-AM,125.33
2020-03-13 07-AM,127.28
2020-03-13 06-AM,126.13
2020-03-13 05-AM,116.63
2020-03-13 04-AM,109.7
2020-03-13 03-AM,124.24
2020-03-13 02-AM,111.12
2020-03-13 01-AM,96.62
2020-03-13 12-AM,106.89
2020-03-12 11-PM,107.82
2020-03-12 10-PM,127.26
2020-03-12 09-PM,130.99
2020-03-12 08-PM,128.84
2020-03-12 07-PM,138.37
2020-03-12 06-PM,137.23
2020-03-12 05-PM,141.96
2020-03-12 04-PM,139.35
