Date,Price
2017-08-25 03-PM,4305
2017-08-25 04-AM,4312.69
2017-08-25 04-PM,4394.36
2017-08-25 05-AM,4310.2
2017-08-25 05-PM,4447.31
2017-08-25 06-AM,4281.04
2017-08-25 06-PM,4402.32
2017-08-25 07-AM,4302.72
2017-08-25 07-PM,4449.44
2017-08-25 08-AM,4329
2017-08-25 08-PM,4307.17
2017-08-25 09-AM,4332.17
2017-08-25 09-PM,4286.29
2017-08-25 10-AM,4344.56
2017-08-25 10-PM,4288.99
2017-08-25 11-AM,4314.33
2017-08-25 11-PM,4303.37
2017-08-25 12-AM,4316.01
2017-08-25 12-PM,4361.27
2017-08-26 01-AM,4281
2017-08-26 01-PM,4243.98
2017-08-26 02-AM,4284
2017-08-26 02-PM,4261.89
2017-08-26 03-AM,4266.04
2017-08-26 03-PM,4274
2017-08-26 04-AM,4297.94
2017-08-26 04-PM,4275
2017-08-26 05-AM,4297.94
2017-08-26 05-PM,4265.97
2017-08-26 06-AM,4295.75
2017-08-26 06-PM,4255.19
2017-08-26 07-AM,4319.7
2017-08-26 07-PM,4272
2017-08-26 08-AM,4319.7
2017-08-26 08-PM,4293.52
2017-08-26 09-AM,4319.7
2017-08-26 09-PM,4333.56
2017-08-26 10-AM,4274.84
2017-08-26 10-PM,4313.98
2017-08-26 11-AM,4292.8
2017-08-26 11-PM,4300
2017-08-26 12-AM,4280.68
2017-08-26 12-PM,4288.72
2017-08-27 01-AM,4354
2017-08-27 01-PM,4298.66
2017-08-27 02-AM,4379.32
2017-08-27 02-PM,4312.69
2017-08-27 03-AM,4368.1
2017-08-27 03-PM,4312.19
2017-08-27 04-AM,4314.91
2017-08-27 04-PM,4325
2017-08-27 05-AM,4328
2017-08-27 05-PM,4306
2017-08-27 06-AM,4320.52
2017-08-27 06-PM,4340
2017-08-27 07-AM,4314.9
2017-08-27 07-PM,4368.41
2017-08-27 08-AM,4313.84
2017-08-27 08-PM,4368.41
2017-08-27 09-AM,4302.14
2017-08-27 09-PM,4345
2017-08-27 10-AM,4320.81
2017-08-27 10-PM,4370
2017-08-27 11-AM,4302.73
2017-08-27 11-PM,4315.16
2017-08-27 12-AM,4337.44
2017-08-27 12-PM,4323.37
2017-08-28 01-AM,4282.2
2017-08-28 01-PM,4280
2017-08-28 02-AM,4280.04
2017-08-28 02-PM,4347
2017-08-28 03-AM,4295
2017-08-28 03-PM,4291.13
2017-08-28 04-AM,4239.37
2017-08-28 04-PM,4273.59
2017-08-28 05-AM,4227
2017-08-28 05-PM,4322.65
2017-08-28 06-AM,4169.01
2017-08-28 06-PM,4324.67
2017-08-28 07-AM,4221.04
2017-08-28 07-PM,4312.7
2017-08-28 08-AM,4261.9
2017-08-28 08-PM,4321.65
2017-08-28 09-AM,4252.7
2017-08-28 09-PM,4312.43
2017-08-28 10-AM,4227
2017-08-28 10-PM,4331.47
2017-08-28 11-AM,4290.77
2017-08-28 11-PM,4353.32
2017-08-28 12-AM,4310.01
2017-08-28 12-PM,4308
2017-08-29 01-AM,4349.44
2017-08-29 01-PM,4408.08
2017-08-29 02-AM,4349.54
2017-08-29 02-PM,4580
2017-08-29 03-AM,4314.78
2017-08-29 03-PM,4545.87
2017-08-29 04-AM,4376.99
2017-08-29 04-PM,4570
2017-08-29 05-AM,4363.16
2017-08-29 05-PM,4503.92
2017-08-29 06-AM,4356.76
2017-08-29 06-PM,4555.55
2017-08-29 07-AM,4363.21
2017-08-29 07-PM,4536.63
2017-08-29 08-AM,4329.02
2017-08-29 08-PM,4555.55
2017-08-29 09-AM,4352.52
2017-08-29 09-PM,4577.54
2017-08-29 10-AM,4367.4
2017-08-29 10-PM,4618.93
2017-08-29 11-AM,4346.86
2017-08-29 11-PM,4591.88
2017-08-29 12-AM,4386.69
2017-08-29 12-PM,4368.5
2017-08-30 01-AM,4575.23
2017-08-30 01-PM,4570
2017-08-30 02-AM,4597.55
2017-08-30 02-PM,4585.31
2017-08-30 03-AM,4604.12
2017-08-30 03-PM,4558.16
2017-08-30 04-AM,4583.61
2017-08-30 04-PM,4546.77
2017-08-30 05-AM,4579.61
2017-08-30 05-PM,4589.99
2017-08-30 06-AM,4590.49
2017-08-30 06-PM,4600
2017-08-30 07-AM,4588
2017-08-30 07-PM,4556
2017-08-30 08-AM,4550.02
2017-08-30 08-PM,4536.82
2017-08-30 09-AM,4552.69
2017-08-30 09-PM,4547.74
2017-08-30 10-AM,4482
2017-08-30 10-PM,4547.26
2017-08-30 11-AM,4477.1
2017-08-30 11-PM,4547.9
2017-08-30 12-AM,4587.48
2017-08-30 12-PM,4498.35
2017-08-31 01-AM,4569.66
2017-08-31 01-PM,4673.87
2017-08-31 02-AM,4574.8
2017-08-31 02-PM,4685.55
2017-08-31 03-AM,4596.54
2017-08-31 03-PM,4685.55
2017-08-31 04-AM,4593.66
2017-08-31 04-PM,4648.82
2017-08-31 05-AM,4591.56
2017-08-31 05-PM,4684.98
2017-08-31 06-AM,4598.54
2017-08-31 06-PM,4650.55
2017-08-31 07-AM,4572.99
2017-08-31 07-PM,4700.13
2017-08-31 08-AM,4592.16
2017-08-31 08-PM,4698.77
2017-08-31 09-AM,4586.51
2017-08-31 09-PM,4673.14
2017-08-31 10-AM,4583.02
2017-08-31 10-PM,4724.71
2017-08-31 11-AM,4632.96
2017-08-31 11-PM,4697
2017-08-31 12-AM,4555.14
2017-08-31 12-PM,4656.67
2017-09-01 01-AM,4721.05
2017-09-01 01-PM,4793
2017-09-01 02-AM,4725
2017-09-01 02-PM,4777.02
2017-09-01 03-AM,4735.96
2017-09-01 03-PM,4725.81
2017-09-01 04-AM,4714.73
2017-09-01 04-PM,4803.83
2017-09-01 05-AM,4672
2017-09-01 05-PM,4780.8
2017-09-01 06-AM,4664.14
2017-09-01 06-PM,4792.97
2017-09-01 07-AM,4666.66
2017-09-01 07-PM,4771.08
2017-09-01 08-AM,4707.5
2017-09-01 08-PM,4813.24
2017-09-01 09-AM,4749.99
2017-09-01 09-PM,4819.67
2017-09-01 10-AM,4742.46
2017-09-01 10-PM,4770.63
2017-09-01 11-AM,4761.42
2017-09-01 11-PM,4843.17
2017-09-01 12-AM,4724.89
2017-09-01 12-PM,4775
2017-09-02 01-AM,4885.55
2017-09-02 01-PM,4580.33
2017-09-02 02-AM,4932.38
2017-09-02 02-PM,4618.39
2017-09-02 03-AM,4839.96
2017-09-02 03-PM,4483.94
2017-09-02 04-AM,4788.07
2017-09-02 04-PM,4460.19
2017-09-02 05-AM,4794.11
2017-09-02 05-PM,4439
2017-09-02 06-AM,4473.35
2017-09-02 06-PM,4530.01
2017-09-02 07-AM,4696.44
2017-09-02 07-PM,4486.06
2017-09-02 08-AM,4697.71
2017-09-02 08-PM,4509.77
2017-09-02 09-AM,4628.86
2017-09-02 09-PM,4351.19
2017-09-02 10-AM,4604.02
2017-09-02 10-PM,4299.53
2017-09-02 11-AM,4625.56
2017-09-02 11-PM,4405
2017-09-02 12-AM,4834.91
2017-09-02 12-PM,4630.01
2017-09-03 01-AM,4600.53
2017-09-03 01-PM,4510.99
2017-09-03 02-AM,4560
2017-09-03 02-PM,4303.1
2017-09-03 03-AM,4568.91
2017-09-03 03-PM,4399.93
2017-09-03 04-AM,4569.54
2017-09-03 04-PM,4384.15
2017-09-03 05-AM,4690.79
2017-09-03 05-PM,4459.11
2017-09-03 06-AM,4675.12
2017-09-03 06-PM,4476.13
2017-09-03 07-AM,4605.12
2017-09-03 07-PM,4482.04
2017-09-03 08-AM,4620.87
2017-09-03 08-PM,4529
2017-09-03 09-AM,4621.44
2017-09-03 09-PM,4505.18
2017-09-03 10-AM,4523.47
2017-09-03 10-PM,4549
2017-09-03 11-AM,4510.09
2017-09-03 11-PM,4521.19
2017-09-03 12-AM,4472.14
2017-09-03 12-PM,4486
2017-09-04 01-AM,4438.11
2017-09-04 01-PM,4106.81
2017-09-04 02-AM,4411.81
2017-09-04 02-PM,4275.19
2017-09-04 03-AM,4408
2017-09-04 03-PM,4120.01
2017-09-04 04-AM,4340.51
2017-09-04 04-PM,4015.03
2017-09-04 05-AM,4409.65
2017-09-04 05-PM,4014.83
2017-09-04 06-AM,4402
2017-09-04 06-PM,3972.53
2017-09-04 07-AM,4459.77
2017-09-04 07-PM,4115.03
2017-09-04 08-AM,4186.96
2017-09-04 08-PM,4203.67
2017-09-04 09-AM,4351.95
2017-09-04 09-PM,4197.24
2017-09-04 10-AM,4336.42
2017-09-04 10-PM,4258.4
2017-09-04 11-AM,4349.23
2017-09-04 11-PM,4131.88
2017-09-04 12-AM,4509.08
2017-09-04 12-PM,4153
2017-09-05 01-AM,3999.99
2017-09-05 01-PM,4221.83
2017-09-05 02-AM,3620
2017-09-05 02-PM,4261.04
2017-09-05 03-AM,4054.11
2017-09-05 03-PM,4229
2017-09-05 04-AM,3988.04
2017-09-05 04-PM,4151
2017-09-05 05-AM,4038.01
2017-09-05 05-PM,4142.69
2017-09-05 06-AM,3960.01
2017-09-05 06-PM,4322.47
2017-09-05 07-AM,4013.46
2017-09-05 07-PM,4390.14
2017-09-05 08-AM,4190.4
2017-09-05 08-PM,4442.48
2017-09-05 09-AM,4086.8
2017-09-05 09-PM,4431.61
2017-09-05 10-AM,4120.05
2017-09-05 10-PM,4374.43
2017-09-05 11-AM,4169.76
2017-09-05 11-PM,4423.46
2017-09-05 12-AM,4100.11
2017-09-05 12-PM,4246.82
2017-09-06 01-AM,4442.05
2017-09-06 01-PM,4527.04
2017-09-06 02-AM,4502.83
2017-09-06 02-PM,4502.77
2017-09-06 03-AM,4446
2017-09-06 03-PM,4517.97
2017-09-06 04-AM,4430.02
2017-09-06 04-PM,4619.43
2017-09-06 05-AM,4388.48
2017-09-06 05-PM,4619.43
2017-09-06 06-AM,4416.17
2017-09-06 06-PM,4619.43
2017-09-06 07-AM,4385.51
2017-09-06 07-PM,4619.43
2017-09-06 08-AM,4461.29
2017-09-06 08-PM,4619.43
2017-09-06 09-AM,4513.52
2017-09-06 09-PM,4619.43
2017-09-06 10-AM,4492.66
2017-09-06 10-PM,4619.43
2017-09-06 11-AM,4525.39
2017-09-06 11-PM,4619.43
2017-09-06 12-AM,4366.47
2017-09-06 12-PM,4548.13
2017-09-07 01-AM,4599.78
2017-09-07 01-PM,4674
2017-09-07 02-AM,4453.01
2017-09-07 02-PM,4710
2017-09-07 03-AM,4499.95
2017-09-07 03-PM,4669.81
2017-09-07 04-AM,4484.03
2017-09-07 04-PM,4755
2017-09-07 05-AM,4541.17
2017-09-07 05-PM,4705.03
2017-09-07 06-AM,4519.48
2017-09-07 06-PM,4702.06
2017-09-07 07-AM,4498.4
2017-09-07 07-PM,4713.67
2017-09-07 08-AM,4510.25
2017-09-07 08-PM,4754.21
2017-09-07 09-AM,4531.07
2017-09-07 09-PM,4620
2017-09-07 10-AM,4571.66
2017-09-07 10-PM,4641.13
2017-09-07 11-AM,4589.4
2017-09-07 11-PM,4670.45
2017-09-07 12-AM,4619.77
2017-09-07 12-PM,4613.94
2017-09-08 01-AM,4614.49
2017-09-08 01-PM,4647.01
2017-09-08 02-AM,4601.01
2017-09-08 02-PM,4353.05
2017-09-08 03-AM,4640.97
2017-09-08 03-PM,4238.12
2017-09-08 04-AM,4605.05
2017-09-08 04-PM,4348.65
2017-09-08 05-AM,4605.03
2017-09-08 05-PM,4267.01
2017-09-08 06-AM,4622
2017-09-08 06-PM,4238
2017-09-08 07-AM,4609.46
2017-09-08 07-PM,4277.17
2017-09-08 08-AM,4619.01
2017-09-08 08-PM,4190.01
2017-09-08 09-AM,4683.77
2017-09-08 09-PM,4183.75
2017-09-08 10-AM,4660.72
2017-09-08 10-PM,4158.32
2017-09-08 11-AM,4659.99
2017-09-08 11-PM,4285.99
2017-09-08 12-AM,4691.61
2017-09-08 12-PM,4647.53
2017-09-09 01-AM,4261.94
2017-09-09 01-PM,4326.8
2017-09-09 02-AM,4180.1
2017-09-09 02-PM,4300.16
2017-09-09 03-AM,4230
2017-09-09 03-PM,4286.77
2017-09-09 04-AM,4242.01
2017-09-09 04-PM,4276
2017-09-09 05-AM,4250
2017-09-09 05-PM,4258.49
2017-09-09 06-AM,4385.26
2017-09-09 06-PM,4220.38
2017-09-09 07-AM,4342.99
2017-09-09 07-PM,4191.78
2017-09-09 08-AM,4321.52
2017-09-09 08-PM,4253.7
2017-09-09 09-AM,4292.02
2017-09-09 09-PM,4267.86
2017-09-09 10-AM,4311.71
2017-09-09 10-PM,4256.5
2017-09-09 11-AM,4282.07
2017-09-09 11-PM,4273.03
2017-09-09 12-AM,4282.8
2017-09-09 12-PM,4327.63
2017-09-10 01-AM,4239
2017-09-10 01-PM,4059.99
2017-09-10 02-AM,4230
2017-09-10 02-PM,4108.31
2017-09-10 03-AM,4130.01
2017-09-10 03-PM,4111
2017-09-10 04-AM,4144
2017-09-10 04-PM,4094.93
2017-09-10 05-AM,4119.11
2017-09-10 05-PM,4129.88
2017-09-10 06-AM,4054.97
2017-09-10 06-PM,4247.07
2017-09-10 07-AM,3810.05
2017-09-10 07-PM,4237.66
2017-09-10 08-AM,3988.95
2017-09-10 08-PM,4274.32
2017-09-10 09-AM,4006.2
2017-09-10 09-PM,4234.01
2017-09-10 10-AM,4007.01
2017-09-10 10-PM,4196.2
2017-09-10 11-AM,4002.67
2017-09-10 11-PM,4239.74
2017-09-10 12-AM,4258.81
2017-09-10 12-PM,4098.79
2017-09-11 01-AM,4111.1
2017-09-11 01-PM,4198.99
2017-09-11 02-AM,4260
2017-09-11 02-PM,4260.41
2017-09-11 03-AM,4272.41
